"comments","facebookId","facebookUrl","feedbackId","likes","pageName","postId","shares","text","time","timestamp","topLevelUrl","url"
"14","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzODk2NDQ0MTEwNDY2","68","وظائف - فرص عمل في سوريا","613896444110466","0","روضة أطفال ترغب برفد كادرها ب: 
معلمات صف 
معلمات لغة إنجليزية
معلمات متخصصات بالطباعة والمونتاج 
شروط القبول: 
- خبرة سابقة لا تقل عن سنتين في العمل بروضة أطفال  
- الشخصية المرحة المحبة للأطفال والتعامل معهم 
- القدرة على التعليم عن طريق اللعب 

- الموصلات مؤمنة لأغلب مناطق دمشق
- تحصل المعلمات المقبولات على منحة لدورة تدريبية في مجال التعليم عن طريق اللعب 
لمن تجد في نفسها المؤهلات المطلوبة التواصل عن طريق الواتس اب حصراً  على الرقم ٠٩٥٧٣٢١٤٨٣","2023-05-12T19:31:45.000Z","1683919905","https://www.facebook.com/100064703467792/posts/613896444110466","https://www.facebook.com/wazaefonline/posts/pfbid0ohTEKVM2DQhdaQEMWMtPMryiduyzktyrH8nQZf67tv49afG1W7CwtuhfE5cSWVVml"
"2","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzNzg2NTQwNzg4MTIz","56","وظائف - فرص عمل في سوريا","613786540788123","0","شركة لصناعة و توزيع الايس كريم مقرها الديماس ترغب برفد كادرها بوظيفة أمينة صندوق على ان تتمتع بالمؤهلات التالية : 
- خبرة لا تقل عن سنتين في مجال العمل
-الدوام مساءً
-من سكان ضاحية قدسيا
- المواصلا مؤمنة من و إلى ضاحية قدسيا
للاستفسار التواصل عبر الواتس اب : 0993766336","2023-05-12T19:00:01.000Z","1683918001","https://www.facebook.com/100064703467792/posts/613786540788123","https://www.facebook.com/wazaefonline/posts/pfbid0MhNRjca6WzwPLyn7fA8Ag35t7QcUNHspAtcMrH4dUuZb9ms3r2C2BVbx6tJAtiWAl"
"18","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzNzg2NDM3NDU0ODAw","89","وظائف - فرص عمل في سوريا","613786437454800","0","مطلوب سائق متفرغ 

_السكن : مناطق الشام حصرا ( برامكة _ كفرسوسة _ المزة _ الفحامة _ الميدان ) .
 _نوع شهادة القيادة :  خاصة أو عمومي .
_معرفة جيدة بمناطق دمشق و ريفها .
_العمر : ٣٠ ⏪ ٥٠ .
_معفى أو منتهي من الخدمة .

((( يشترط على المتقدم أن يمتلك بنية جسدية ضخمة نوعا ما )))
التواصل والتقديم للوظيفة ، واتساب : 
0997590738
أو مع ناشر الوظيفة على الماسنجر .","2023-05-12T17:00:01.000Z","1683910801","https://www.facebook.com/100064703467792/posts/613786437454800","https://www.facebook.com/wazaefonline/posts/pfbid02g71Pzubnfg7vQYETs8EAhQxDu4RfXnLkN49YLWP9mBkTCtF4V9LCKtj9SNazgsUtl"
"14","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzNzg2MTMwNzg4MTY0","96","وظائف - فرص عمل في سوريا","613786130788164","0","#فرصة_عمل

ازياء ""ماجيلا"" في مدينتي حلب ودمشق ترغب برفد كوادرها ضمن اختصاص موظفي مبيعات (خدمة زبائن).

* يشترط حسن المظهر وخبرة في التعامل.
* الرواتب مغرية جداً ، مع وجود نظام حوافز شهري
* من الجنسين "" ذكور وإناث "" 

للراغبين بالانضمام لفريقنا إرسال السيرة الذاتية عبر الإيميل: HR@phoenix.sy
مع ذكر اسم الشاغر في عنوان الايميل.","2023-05-12T15:26:17.000Z","1683905177","https://www.facebook.com/100064703467792/posts/613786130788164","https://www.facebook.com/wazaefonline/posts/pfbid02rK32Ba23Mp4hgYKBPQZjFQTZVyqy2eTBvtF6Rda1TiSASk9gr3RTf2uEhCgRA7eol"
"0","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzNjIyMDE0MTM3OTA5","20","وظائف - فرص عمل في سوريا","613622014137909","0","مرحبا ..  ممكن تنشرلي ... مطلوب فرصة عمل لصبية بتعرف جل أضافر وجلش و مكياج عرائس وبسيط خبرة جيدة ... رجاء رفعولنا البوست ويلي بيعرف بمراكز للعنل فيها يكتب وانا بتواصل معو وشكرا","2023-05-12T13:00:03.000Z","1683896403","https://www.facebook.com/100064703467792/posts/613622014137909","https://www.facebook.com/wazaefonline/posts/pfbid0pDNmmnWAkMjBGuL43U5j4QeDxkyEeso3n5u5scq24LcN8TnJvc8adrbxMTK8EuKLl"
"0","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzNjIxOTIwODA0NTg1","15","وظائف - فرص عمل في سوريا","613621920804585","0","بعد اذنكن ممكن تنشرولي عندكن
بحاجة عمل بمدينة حمص بيومية لا تقل عن 25 او اكتر او براتب شهري ممتاز ما مهم ابداً شو الشغل بشتغلو حتا لو بنام بشغلي بس تكون اليومية 25 او اكتر وشكرا الكن","2023-05-12T12:00:01.000Z","1683892801","https://www.facebook.com/100064703467792/posts/613621920804585","https://www.facebook.com/wazaefonline/posts/pfbid02qPdaZEK9YfETBZoSxDqhAYJxvjFXLZyrX8kgSQ54aNUhaNWmwjC5tdGM65fp8CPql"
"6","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzNjIxODE0MTM3OTI5","48","وظائف - فرص عمل في سوريا","613621814137929","1","شركة تجارية مقرها دمشق - البرامكة  

✅ بحاجة الى موظف  / موظفة
خدمة عملاء - call center 

🔸ا️تقان للغة بشكل ممتاز محادثة وكتابة  

🔸️ الرد على اتصالات الزبائن مكالمات + واتس اب 

🔸️ تنظيم سجلات التواصل الخاصة بالزبائن 

🔸️ الافضلية لم لديه خبرة بنظام الحجوزات وتذاكر الطيران 

يوجد دوام صباحي ودوام مسائي
بيئه عمل مناسبة
 رواتب جيدة 

لمن يرغب بالانضمام  لفريقنا 
 ارسال السيرة الذاتية ع الرقم 0989777800","2023-05-12T11:00:01.000Z","1683889201","https://www.facebook.com/100064703467792/posts/613621814137929","https://www.facebook.com/wazaefonline/posts/pfbid02yaNHcE9TAhm7EM7fRmeAu9QrKnGAty1UVqCnpiySGQpq5Ez8r4BPAFTK6hyUGcKjl"
"2","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzNjIyMzMwODA0NTQ0","60","وظائف - فرص عمل في سوريا","613622330804544","0","#فرصة_عمل
معمل منظفات في ريف دمشق 
 مطلوب كيميائي لديه خبره في صناعة المنظفات و مستحضرات التجميل
على من يجد لديه الخبره 
يرسل الCV إلى الوتس آب على الرقم 0934921516","2023-05-12T10:00:00.000Z","1683885600","https://www.facebook.com/100064703467792/posts/613622330804544","https://www.facebook.com/wazaefonline/posts/pfbid0d9L6GJR8ry4Vei33jvAmLCn1ZQX1CRBPoDddxdwSNCrfYu53RZUPPKUGYrqwhNbjl"
"3","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzNjIxNzA0MTM3OTQw","42","وظائف - فرص عمل في سوريا","613621704137940","0","هام لطلاب الاقتصاد/عام مفتوح افتراضية/ آنسة  خبرة في الاقتصاد والمحاسبة جاهزة لإعطاء دروس خصوصية في اي مادة لها علاقة بالاقتصاد التواجد مصياف المدينة  للتواصل 0931815867","2023-05-12T08:42:42.000Z","1683880962","https://www.facebook.com/100064703467792/posts/613621704137940","https://www.facebook.com/wazaefonline/posts/pfbid0RU7pvnwmt6Aci7NrhZNmRBqzb452nqSrP55VBhqPtjsRNwZE4deJWP67Tb44ATNsl"
"0","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzMTMxNzcwODUzNjAw","30","وظائف - فرص عمل في سوريا","613131770853600","0","ملبوسات 400 فرع حماة
بحاجة لرفد الكادر بموظفي مبيعات بالاقسام التالية
الطقم الرسمي والسبورات
الرواتب جيدة جدا 
شروط العمل:
📌معفى من خدمة العلم
📌التفرغ التام للعمل .
📌العمر من ١٨ سنة لل ٣٥ سنة
📌فترة الدوام من ال١٠ لل٦ .
الموقع حماة مقابل القلعة 
للتواصل اتصال اواتس .
0948580888","2023-05-11T20:00:01.000Z","1683835201","https://www.facebook.com/100064703467792/posts/613131770853600","https://www.facebook.com/wazaefonline/posts/pfbid0r4qdtSoW6sHEmtTF6aqgPDFvz7u2o1N556v7w6nEvk7gR8tmEe1X62fYC6vQTqLul"
"3","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzMTMyMzQwODUzNTQz","55","وظائف - فرص عمل في سوريا","613132340853543","0","مطلوب موظفين و موظفات للعمل الفوري  في شركة كافيهات لبيع الحلويات الغربية ضمن دمشق
 

● كاشير ويتر : خبرة في العمل على برنامج الامين ، مظهر لائق ؛ لبق بالتعامل مع الزباين ، الإشراف و العمل ضمن صالة صغيرة  . 

● باريستا ( مساعد  مطبخ  ) :  العمل ضمن قسم التحضير و التزيين بالشوكولا ،؛ يفضل وجود خبرة بمجال الكريب و الغوفر  أو لديه القدرة و الرغبة بالتعلم .

● مشرف فرع ( سوبرفايزر) : لديه خبرة في الإشراف و إدارة موظفين و متابعة جميع الأمور [ باب توما فقط ] . 
 

● معلم بسطة / بيع قطع كيك/ 

 
□المناطق :   باب توما ، شعلان ، كفرسوسة  .
□ الدوام : صباحي أو مسائي . 
□العمر : 25 - 35 سنة 
□ الراتب : يحدد بعد المقابلة . 

للاستفسار   ارسال cv  عبر الواتساب حصرا 📨
[[ لا يوجد مكالمات⛔️ ]]
عالرقم 0930600331","2023-05-11T19:15:02.000Z","1683832502","https://www.facebook.com/100064703467792/posts/613132340853543","https://www.facebook.com/wazaefonline/posts/pfbid02UaCqhmbyLGav7sFU7488p9tGYnyCskngkvLfAFfWjHzgPuqKmbmqj7rQnrDdo6BJl"
"5","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzMTI0ODYwODU0Mjkx","69","وظائف - فرص عمل في سوريا","613124860854291","0","مطلوب موظف /محاسب
 شاب حصرا 
يجيد العمل على الاكسل والامين لديه خبرة في هذا المجال للعمل في مكتب شحن 
يتحمل ضغط العمل ضمن فريق العمل
 الدوام من 3 ل9
العنوان كراج الست /الصناعة 
 التواصل على هذا الرقم واتس ب حصرا 0944343872","2023-05-11T19:00:03.000Z","1683831603","https://www.facebook.com/100064703467792/posts/613124860854291","https://www.facebook.com/wazaefonline/posts/pfbid02dHr6etPPqxcthpmsiJVMeHNHGDJ1kMe5nzUkUTL7KGHjoj4m6rWRCNQhbcQKvnMyl"
"12","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzMzMxODM3NTAwMjYw","88","وظائف - فرص عمل في سوريا","613331837500260","0","مطلوب صبية تعرف ترسم على وجوه الأطفال بالألوان الخاصة بالرسم للوجه
المواصفات: تكون من سكان جرمانا كرمال نجيبها ونوديها معنا يعني مواصلاتها مؤمنة
الدوام من ال ٤ عصرا لل ١١ ونص مساءا""
المكان مطعم ومنتزه نسمة الشام
الراتب ظريف وقابل للزيادة
للتواصل: 0998679305 /0949296875","2023-05-11T18:11:00.000Z","1683828660","https://www.facebook.com/100064703467792/posts/613331837500260","https://www.facebook.com/wazaefonline/posts/pfbid0dTTbFBLppA7tge9b4YmGWXyAgtWRSAftCqkrhZbBMY7u6FNWEz1YfvkVwNwHeaAMl"
"1","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzMTI0NzU0MTg3NjM1","38","وظائف - فرص عمل في سوريا","613124754187635","0","السلام عليكم
معلمة لغة عربية أبحث عن عمل في معاهد خاصة في دمشق وريفها
حاصلة على إجازة في اللغة العربية
وخبرة في التدريس في المعاهد

للتواصل على الواتس 0994231016","2023-05-11T18:00:02.000Z","1683828002","https://www.facebook.com/100064703467792/posts/613124754187635","https://www.facebook.com/wazaefonline/posts/pfbid096KQgC1qrNQH1Yay1MYLj2gd9Zn81nRN3mLVpWajvddcCSfuDFuKaSN7ubxfEkJKl"
"0","100064703467792","https://www.facebook.com/wazaefonline","ZmVlZGJhY2s6NjEzMTI0NjY0MTg3NjQ0","26","وظائف - فرص عمل في سوريا","613124664187644","0","انا مصمم جرافيك خبرة سنتين بالمجال عم دور على شغل بالشام اونلاين او بالشركه ما بتفرق يلي بدو يحكي معي ببعتلوا اعمالي واىsv تبعي للتواصل على هاد الرقم 0951553209","2023-05-11T17:00:01.000Z","1683824401","https://www.facebook.com/100064703467792/posts/613124664187644","https://www.facebook.com/wazaefonline/posts/pfbid0KndZa7Gd9uHpjPu2x8osJT6Cr5scJ5VWg17mzrSviL4ehVn4paXMkxhWHi75uF6Kl"
